id_transaccion,id_origen,id_destino,monto,tipo_canal,timestamp_str,timestamp,monto_acumulado_24h,conteo_transacciones_24h,monto_promedio_24h,sospecha_estructuracion
TX_1170,CLI_156,CLI_47,28244.08,EFECTIVO_VENTANILLA,2026-06-24 21:11:23,2026-06-24 21:11:23,1451115.55,14,103651.11,0
TX_10668,CLI_156,CLI_11,40454.35,CAJERO_AUTOMATICO,2026-06-24 22:06:30,2026-06-24 22:06:30,1491569.9,15,99437.99,0
TX_9720,CLI_156,CLI_7,30591.1,CAJERO_AUTOMATICO,2026-06-24 22:13:47,2026-06-24 22:13:47,1522161.0,16,95135.06,0
TX_10698,CLI_156,CLI_139,37617.14,SPEI,2026-06-24 23:25:18,2026-06-24 23:25:18,1559778.14,17,91751.66,0
TX_4354,CLI_156,CLI_9,130556.47,SPEI,2026-06-24 23:56:25,2026-06-24 23:56:25,1690334.61,18,93907.48,0
TX_852,CLI_156,CLI_320,98793.46,EFECTIVO_VENTANILLA,2026-06-25 00:15:52,2026-06-25 00:15:52,1789128.07,19,94164.64,0
TX_9172,CLI_156,CLI_172,63711.81,CAJERO_AUTOMATICO,2026-06-25 00:18:28,2026-06-25 00:18:28,1852839.88,20,92641.99,0
TX_7737,CLI_156,CLI_192,33914.29,CAJERO_AUTOMATICO,2026-06-25 01:19:37,2026-06-25 01:19:37,1886754.17,21,89845.44,1
TX_10902,CLI_156,CLI_64,81901.25,CAJERO_AUTOMATICO,2026-06-25 03:33:18,2026-06-25 03:33:18,1968655.42,22,89484.34,1
TX_14305,CLI_156,CLI_218,37159.88,SPEI,2026-06-25 03:38:51,2026-06-25 03:38:51,2005815.3,23,87209.36,1
TX_13519,CLI_156,CLI_280,60944.13,CAJERO_AUTOMATICO,2026-06-25 04:15:22,2026-06-25 04:15:22,2066759.43,24,86114.98,1
TX_10837,CLI_156,CLI_283,48898.12,CAJERO_AUTOMATICO,2026-06-25 04:17:11,2026-06-25 04:17:11,2115657.55,25,84626.3,1
TX_3449,CLI_156,CLI_48,121825.45,SPEI,2026-06-25 05:12:38,2026-06-25 05:12:38,2237483.0,26,86057.04,1
TX_1694,CLI_156,CLI_325,101335.72,EFECTIVO_VENTANILLA,2026-06-25 05:19:53,2026-06-25 05:19:53,2338818.72,27,86622.92,1
TX_10574,CLI_156,CLI_263,179701.13,CAJERO_AUTOMATICO,2026-06-25 05:30:47,2026-06-25 05:30:47,2518519.85,28,89947.14,1
TX_8507,CLI_156,CLI_245,73141.86,SPEI,2026-06-25 06:21:38,2026-06-25 06:21:38,2591661.71,29,89367.65,1
TX_12223,CLI_156,CLI_149,19865.72,CAJERO_AUTOMATICO,2026-06-25 08:23:00,2026-06-25 08:23:00,2611527.43,30,87050.91,1
TX_9064,CLI_156,CLI_359,159249.33,CAJERO_AUTOMATICO,2026-06-25 08:32:53,2026-06-25 08:32:53,2770776.76,31,89379.9,1
TX_719,CLI_156,CLI_116,113522.34,CAJERO_AUTOMATICO,2026-06-25 08:38:32,2026-06-25 08:38:32,2884299.1,32,90134.35,0
TX_3982,CLI_156,CLI_107,11808.6,SPEI,2026-06-25 08:54:20,2026-06-25 08:54:20,2896107.7,33,87760.84,1
TX_9176,CLI_156,CLI_53,103132.67,EFECTIVO_VENTANILLA,2026-06-25 09:21:09,2026-06-25 09:21:09,2999240.37,34,88212.95,1
TX_9080,CLI_157,CLI_224,4656.37,SPEI,2026-06-24 10:16:45,2026-06-24 10:16:45,4656.37,1,4656.37,0
TX_7400,CLI_157,CLI_368,98252.86,EFECTIVO_VENTANILLA,2026-06-24 10:31:35,2026-06-24 10:31:35,102909.23,2,51454.62,0
TX_14610,CLI_157,CLI_47,69894.23,CAJERO_AUTOMATICO,2026-06-24 11:06:38,2026-06-24 11:06:38,172803.46,3,57601.15,1
TX_8603,CLI_157,CLI_36,113757.02,EFECTIVO_VENTANILLA,2026-06-24 11:36:26,2026-06-24 11:36:26,286560.48,4,71640.12,1
TX_6302,CLI_157,CLI_245,109030.73,EFECTIVO_VENTANILLA,2026-06-24 11:40:09,2026-06-24 11:40:09,395591.21,5,79118.24,1
TX_2990,CLI_157,CLI_377,152508.32,CAJERO_AUTOMATICO,2026-06-24 11:58:27,2026-06-24 11:58:27,548099.53,6,91349.92,0
TX_5697,CLI_157,CLI_37,52983.74,SPEI,2026-06-24 12:06:17,2026-06-24 12:06:17,601083.27,7,85869.04,1
TX_3058,CLI_157,CLI_377,37015.62,CAJERO_AUTOMATICO,2026-06-24 12:07:52,2026-06-24 12:07:52,638098.89,8,79762.36,1
TX_4130,CLI_157,CLI_361,108937.96,CAJERO_AUTOMATICO,2026-06-24 13:13:09,2026-06-24 13:13:09,747036.85,9,83004.09,1
TX_13459,CLI_157,CLI_209,66312.7,SPEI,2026-06-24 13:25:50,2026-06-24 13:25:50,813349.55,10,81334.95,1
TX_1502,CLI_157,CLI_293,153167.38,EFECTIVO_VENTANILLA,2026-06-24 13:32:08,2026-06-24 13:32:08,966516.93,11,87865.18,1
TX_6018,CLI_157,CLI_359,24852.43,EFECTIVO_VENTANILLA,2026-06-24 15:29:56,2026-06-24 15:29:56,991369.36,12,82614.11,1
TX_1783,CLI_157,CLI_356,116548.48,SPEI,2026-06-24 17:05:09,2026-06-24 17:05:09,1107917.84,13,85224.45,1
TX_11184,CLI_157,CLI_237,162474.18,EFECTIVO_VENTANILLA,2026-06-24 17:27:09,2026-06-24 17:27:09,1270392.02,14,90742.29,0
TX_1948,CLI_157,CLI_92,174394.42,SPEI,2026-06-24 18:38:40,2026-06-24 18:38:40,1444786.44,15,96319.1,0
TX_105,CLI_157,CLI_235,58981.51,SPEI,2026-06-24 18:41:43,2026-06-24 18:41:43,1503767.95,16,93985.5,0
TX_12910,CLI_157,CLI_308,158177.48,EFECTIVO_VENTANILLA,2026-06-24 20:37:51,2026-06-24 20:37:51,1661945.43,17,97761.5,0
TX_7246,CLI_157,CLI_354,44944.34,CAJERO_AUTOMATICO,2026-06-24 21:25:39,2026-06-24 21:25:39,1706889.77,18,94827.21,0
TX_4364,CLI_157,CLI_204,78516.44,CAJERO_AUTOMATICO,2026-06-24 21:31:49,2026-06-24 21:31:49,1785406.21,19,93968.75,0
TX_8459,CLI_157,CLI_81,128291.1,EFECTIVO_VENTANILLA,2026-06-24 21:32:52,2026-06-24 21:32:52,1913697.31,20,95684.87,0
TX_7988,CLI_157,CLI_340,5436.07,SPEI,2026-06-24 21:39:41,2026-06-24 21:39:41,1919133.38,21,91387.3,0
TX_665,CLI_157,CLI_134,88333.0,CAJERO_AUTOMATICO,2026-06-24 21:57:46,2026-06-24 21:57:46,2007466.38,22,91248.47,0
TX_9943,CLI_157,CLI_8,126762.67,SPEI,2026-06-24 22:19:55,2026-06-24 22:19:55,2134229.05,23,92792.57,0
TX_13225,CLI_157,CLI_304,16085.49,EFECTIVO_VENTANILLA,2026-06-24 23:26:17,2026-06-24 23:26:17,2150314.54,24,89596.44,1
TX_13623,CLI_157,CLI_62,28752.91,EFECTIVO_VENTANILLA,2026-06-25 00:11:09,2026-06-25 00:11:09,2179067.45,25,87162.7,1
TX_6303,CLI_157,CLI_372,95752.28,CAJERO_AUTOMATICO,2026-06-25 00:40:18,2026-06-25 00:40:18,2274819.73,26,87493.07,1
TX_3664,CLI_157,CLI_173,53888.65,CAJERO_AUTOMATICO,2026-06-25 00:43:38,2026-06-25 00:43:38,2328708.38,27,86248.46,1
TX_8632,CLI_157,CLI_252,143438.01,CAJERO_AUTOMATICO,2026-06-25 00:52:59,2026-06-25 00:52:59,2472146.39,28,88290.94,1
TX_6350,CLI_157,CLI_314,123677.38,CAJERO_AUTOMATICO,2026-06-25 00:56:33,2026-06-25 00:56:33,2595823.77,29,89511.16,1
TX_1937,CLI_157,CLI_8,120412.08,SPEI,2026-06-25 01:26:07,2026-06-25 01:26:07,2716235.85,30,90541.2,0
TX_5323,CLI_157,CLI_232,80448.55,CAJERO_AUTOMATICO,2026-06-25 01:39:43,2026-06-25 01:39:43,2796684.4,31,90215.63,0
TX_2933,CLI_157,CLI_114,174009.19,SPEI,2026-06-25 02:44:09,2026-06-25 02:44:09,2970693.59,32,92834.17,0
TX_13972,CLI_157,CLI_292,103338.43,SPEI,2026-06-25 03:06:48,2026-06-25 03:06:48,3074032.02,33,93152.49,0
TX_14719,CLI_157,CLI_158,66031.24,CAJERO_AUTOMATICO,2026-06-25 05:19:56,2026-06-25 05:19:56,3140063.26,34,92354.8,0
TX_7510,CLI_157,CLI_321,53405.43,EFECTIVO_VENTANILLA,2026-06-25 06:04:34,2026-06-25 06:04:34,3193468.69,35,91241.96,0
TX_11755,CLI_157,CLI_377,49379.72,EFECTIVO_VENTANILLA,2026-06-25 06:08:22,2026-06-25 06:08:22,3242848.41,36,90079.12,0
TX_14601,CLI_157,CLI_27,87850.89,EFECTIVO_VENTANILLA,2026-06-25 08:19:22,2026-06-25 08:19:22,3330699.3,37,90018.9,0
TX_7580,CLI_157,CLI_152,120232.69,SPEI,2026-06-25 09:54:10,2026-06-25 09:54:10,3450931.99,38,90814.0,0
TX_7985,CLI_158,CLI_383,5730.93,SPEI,2026-06-24 10:42:01,2026-06-24 10:42:01,5730.93,1,5730.93,0
TX_6895,CLI_158,CLI_106,99021.56,CAJERO_AUTOMATICO,2026-06-24 12:08:56,2026-06-24 12:08:56,104752.49,2,52376.24,0
TX_13849,CLI_158,CLI_2,2941.93,EFECTIVO_VENTANILLA,2026-06-24 12:09:26,2026-06-24 12:09:26,107694.42,3,35898.14,1
TX_10701,CLI_158,CLI_28,42351.43,EFECTIVO_VENTANILLA,2026-06-24 12:40:24,2026-06-24 12:40:24,150045.85,4,37511.46,1
TX_196,CLI_158,CLI_330,66176.2,SPEI,2026-06-24 12:52:07,2026-06-24 12:52:07,216222.05,5,43244.41,1
TX_10288,CLI_158,CLI_122,175323.67,CAJERO_AUTOMATICO,2026-06-24 12:55:25,2026-06-24 12:55:25,391545.72,6,65257.62,1
TX_4388,CLI_158,CLI_265,108253.2,SPEI,2026-06-24 13:04:44,2026-06-24 13:04:44,499798.92,7,71399.85,1
TX_7236,CLI_158,CLI_145,156781.48,EFECTIVO_VENTANILLA,2026-06-24 13:15:09,2026-06-24 13:15:09,656580.4,8,82072.55,1
TX_888,CLI_158,CLI_195,10672.43,CAJERO_AUTOMATICO,2026-06-24 14:33:02,2026-06-24 14:33:02,667252.83,9,74139.2,1
TX_9127,CLI_158,CLI_321,63199.11,EFECTIVO_VENTANILLA,2026-06-24 14:46:46,2026-06-24 14:46:46,730451.94,10,73045.19,1
TX_8252,CLI_158,CLI_92,94750.06,CAJERO_AUTOMATICO,2026-06-24 15:19:05,2026-06-24 15:19:05,825202.0,11,75018.36,1
TX_8726,CLI_158,CLI_272,31493.96,CAJERO_AUTOMATICO,2026-06-24 16:05:11,2026-06-24 16:05:11,856695.96,12,71391.33,1
TX_14279,CLI_158,CLI_136,45363.0,SPEI,2026-06-24 16:22:14,2026-06-24 16:22:14,902058.96,13,69389.15,1
TX_12367,CLI_158,CLI_61,44765.77,CAJERO_AUTOMATICO,2026-06-24 16:40:18,2026-06-24 16:40:18,946824.73,14,67630.34,1
TX_9247,CLI_158,CLI_326,132987.11,EFECTIVO_VENTANILLA,2026-06-24 17:31:37,2026-06-24 17:31:37,1079811.84,15,71987.46,1
TX_3436,CLI_158,CLI_253,98874.88,SPEI,2026-06-24 18:09:34,2026-06-24 18:09:34,1178686.72,16,73667.92,1
TX_9255,CLI_158,CLI_70,20814.08,SPEI,2026-06-24 18:11:11,2026-06-24 18:11:11,1199500.8,17,70558.87,1
TX_5387,CLI_158,CLI_209,15443.14,EFECTIVO_VENTANILLA,2026-06-24 18:15:41,2026-06-24 18:15:41,1214943.94,18,67496.89,1
TX_11057,CLI_158,CLI_327,122998.63,SPEI,2026-06-24 19:27:13,2026-06-24 19:27:13,1337942.57,19,70418.03,1
TX_9727,CLI_158,CLI_232,61800.65,SPEI,2026-06-24 19:51:13,2026-06-24 19:51:13,1399743.22,20,69987.16,1
TX_13212,CLI_158,CLI_127,42430.72,CAJERO_AUTOMATICO,2026-06-24 20:32:12,2026-06-24 20:32:12,1442173.94,21,68674.95,1
TX_10598,CLI_158,CLI_18,6139.03,EFECTIVO_VENTANILLA,2026-06-24 22:35:48,2026-06-24 22:35:48,1448312.97,22,65832.41,1
TX_14331,CLI_158,CLI_370,100176.17,EFECTIVO_VENTANILLA,2026-06-24 23:59:01,2026-06-24 23:59:01,1548489.14,23,67325.61,1
TX_12386,CLI_158,CLI_344,1562.9,EFECTIVO_VENTANILLA,2026-06-25 00:06:52,2026-06-25 00:06:52,1550052.04,24,64585.5,1
TX_2943,CLI_158,CLI_221,34883.11,SPEI,2026-06-25 03:20:16,2026-06-25 03:20:16,1584935.15,25,63397.41,1
TX_10737,CLI_158,CLI_380,19654.31,CAJERO_AUTOMATICO,2026-06-25 03:34:03,2026-06-25 03:34:03,1604589.46,26,61714.98,1
TX_7161,CLI_158,CLI_90,126199.51,EFECTIVO_VENTANILLA,2026-06-25 03:51:21,2026-06-25 03:51:21,1730788.97,27,64103.3,1
TX_7814,CLI_158,CLI_244,18767.99,CAJERO_AUTOMATICO,2026-06-25 04:00:44,2026-06-25 04:00:44,1749556.96,28,62484.18,1
TX_11179,CLI_158,CLI_254,78504.36,CAJERO_AUTOMATICO,2026-06-25 04:58:16,2026-06-25 04:58:16,1828061.32,29,63036.6,1
TX_3345,CLI_158,CLI_330,34938.43,EFECTIVO_VENTANILLA,2026-06-25 05:00:42,2026-06-25 05:00:42,1862999.75,30,62099.99,1
TX_9881,CLI_158,CLI_318,172228.46,SPEI,2026-06-25 05:12:54,2026-06-25 05:12:54,2035228.21,31,65652.52,1
TX_3014,CLI_158,CLI_159,51183.7,EFECTIVO_VENTANILLA,2026-06-25 05:55:14,2026-06-25 05:55:14,2086411.91,32,65200.37,1
TX_5273,CLI_158,CLI_17,1113.83,EFECTIVO_VENTANILLA,2026-06-25 06:19:39,2026-06-25 06:19:39,2087525.74,33,63258.36,1
TX_3908,CLI_158,CLI_269,32139.37,EFECTIVO_VENTANILLA,2026-06-25 06:34:16,2026-06-25 06:34:16,2119665.11,34,62343.09,1
TX_673,CLI_158,CLI_247,34202.03,CAJERO_AUTOMATICO,2026-06-25 06:56:18,2026-06-25 06:56:18,2153867.14,35,61539.06,1
TX_6983,CLI_158,CLI_88,116877.81,CAJERO_AUTOMATICO,2026-06-25 07:07:14,2026-06-25 07:07:14,2270744.95,36,63076.25,1
TX_10007,CLI_158,CLI_41,25236.65,EFECTIVO_VENTANILLA,2026-06-25 07:25:39,2026-06-25 07:25:39,2295981.6,37,62053.56,1
TX_2508,CLI_158,CLI_1,99454.42,EFECTIVO_VENTANILLA,2026-06-25 08:44:00,2026-06-25 08:44:00,2395436.02,38,63037.79,1
TX_14891,CLI_158,CLI_257,134585.17,EFECTIVO_VENTANILLA,2026-06-25 08:54:59,2026-06-25 08:54:59,2530021.19,39,64872.34,1
TX_12037,CLI_158,CLI_160,159910.62,EFECTIVO_VENTANILLA,2026-06-25 09:28:28,2026-06-25 09:28:28,2689931.81,40,67248.3,1
TX_6237,CLI_158,CLI_205,79630.41,CAJERO_AUTOMATICO,2026-06-25 09:34:44,2026-06-25 09:34:44,2769562.22,41,67550.3,1
TX_12211,CLI_159,CLI_214,45514.07,CAJERO_AUTOMATICO,2026-06-24 10:01:49,2026-06-24 10:01:49,45514.07,1,45514.07,0
TX_4112,CLI_159,CLI_221,172173.94,SPEI,2026-06-24 11:00:27,2026-06-24 11:00:27,217688.01,2,108844.01,0
TX_8854,CLI_159,CLI_20,65958.74,EFECTIVO_VENTANILLA,2026-06-24 11:39:42,2026-06-24 11:39:42,283646.75,3,94548.92,0
TX_12768,CLI_159,CLI_138,174690.85,CAJERO_AUTOMATICO,2026-06-24 12:16:04,2026-06-24 12:16:04,458337.6,4,114584.4,0
TX_8604,CLI_159,CLI_67,171460.65,SPEI,2026-06-24 12:32:02,2026-06-24 12:32:02,629798.25,5,125959.65,0
TX_9226,CLI_159,CLI_221,5457.23,EFECTIVO_VENTANILLA,2026-06-24 12:58:34,2026-06-24 12:58:34,635255.48,6,105875.91,0
TX_9082,CLI_159,CLI_195,133650.86,SPEI,2026-06-24 13:05:51,2026-06-24 13:05:51,768906.34,7,109843.76,0
TX_14019,CLI_159,CLI_326,86398.32,SPEI,2026-06-24 13:10:12,2026-06-24 13:10:12,855304.66,8,106913.08,0
TX_1834,CLI_159,CLI_124,91231.9,CAJERO_AUTOMATICO,2026-06-24 13:44:23,2026-06-24 13:44:23,946536.56,9,105170.73,0
TX_9676,CLI_159,CLI_193,19303.52,CAJERO_AUTOMATICO,2026-06-24 13:55:24,2026-06-24 13:55:24,965840.08,10,96584.01,0
TX_3269,CLI_159,CLI_21,73488.6,CAJERO_AUTOMATICO,2026-06-24 14:13:53,2026-06-24 14:13:53,1039328.68,11,94484.43,0
TX_1599,CLI_159,CLI_190,144020.39,SPEI,2026-06-24 14:36:27,2026-06-24 14:36:27,1183349.07,12,98612.42,0
TX_5298,CLI_159,CLI_256,93655.94,EFECTIVO_VENTANILLA,2026-06-24 14:49:40,2026-06-24 14:49:40,1277005.01,13,98231.15,0
TX_12474,CLI_159,CLI_38,896.89,EFECTIVO_VENTANILLA,2026-06-24 14:56:23,2026-06-24 14:56:23,1277901.9,14,91278.71,0
TX_6291,CLI_159,CLI_360,139293.29,SPEI,2026-06-24 15:44:23,2026-06-24 15:44:23,1417195.19,15,94479.68,0
TX_12509,CLI_159,CLI_83,144976.86,SPEI,2026-06-24 15:49:09,2026-06-24 15:49:09,1562172.05,16,97635.75,0
TX_6050,CLI_159,CLI_193,35101.29,EFECTIVO_VENTANILLA,2026-06-24 18:25:31,2026-06-24 18:25:31,1597273.34,17,93957.26,0
TX_1719,CLI_159,CLI_315,101430.34,SPEI,2026-06-24 18:32:59,2026-06-24 18:32:59,1698703.68,18,94372.43,0
TX_2864,CLI_159,CLI_210,148106.92,CAJERO_AUTOMATICO,2026-06-24 19:10:22,2026-06-24 19:10:22,1846810.6,19,97200.56,0
TX_2163,CLI_159,CLI_255,130366.68,EFECTIVO_VENTANILLA,2026-06-24 19:32:44,2026-06-24 19:32:44,1977177.28,20,98858.86,0
TX_5776,CLI_159,CLI_4,58226.67,EFECTIVO_VENTANILLA,2026-06-24 19:46:45,2026-06-24 19:46:45,2035403.95,21,96924.0,0
TX_5833,CLI_159,CLI_286,25298.91,EFECTIVO_VENTANILLA,2026-06-24 19:50:41,2026-06-24 19:50:41,2060702.86,22,93668.31,0
TX_1174,CLI_159,CLI_47,158027.76,CAJERO_AUTOMATICO,2026-06-24 20:38:34,2026-06-24 20:38:34,2218730.62,23,96466.55,0
TX_13892,CLI_159,CLI_145,6979.78,CAJERO_AUTOMATICO,2026-06-24 21:03:32,2026-06-24 21:03:32,2225710.4,24,92737.93,0
TX_1248,CLI_159,CLI_226,2753.85,CAJERO_AUTOMATICO,2026-06-24 21:51:46,2026-06-24 21:51:46,2228464.25,25,89138.57,1
TX_618,CLI_159,CLI_147,31925.67,CAJERO_AUTOMATICO,2026-06-24 22:23:55,2026-06-24 22:23:55,2260389.92,26,86938.07,1
TX_13200,CLI_159,CLI_10,54734.55,EFECTIVO_VENTANILLA,2026-06-24 22:41:26,2026-06-24 22:41:26,2315124.47,27,85745.35,1
TX_14821,CLI_159,CLI_125,152532.7,EFECTIVO_VENTANILLA,2026-06-24 22:55:25,2026-06-24 22:55:25,2467657.17,28,88130.61,1
TX_758,CLI_159,CLI_144,22996.19,CAJERO_AUTOMATICO,2026-06-24 23:32:54,2026-06-24 23:32:54,2490653.36,29,85884.6,1
TX_1123,CLI_159,CLI_300,142795.02,CAJERO_AUTOMATICO,2026-06-24 23:49:39,2026-06-24 23:49:39,2633448.38,30,87781.61,1
TX_4903,CLI_159,CLI_372,106437.86,CAJERO_AUTOMATICO,2026-06-25 00:27:32,2026-06-25 00:27:32,2739886.24,31,88383.43,1
TX_5293,CLI_159,CLI_10,23795.88,EFECTIVO_VENTANILLA,2026-06-25 02:36:33,2026-06-25 02:36:33,2763682.12,32,86365.07,1
TX_12700,CLI_159,CLI_370,123482.21,SPEI,2026-06-25 03:29:57,2026-06-25 03:29:57,2887164.33,33,87489.83,1
TX_9350,CLI_159,CLI_46,60952.34,CAJERO_AUTOMATICO,2026-06-25 03:30:01,2026-06-25 03:30:01,2948116.67,34,86709.31,1
TX_5535,CLI_159,CLI_350,153896.5,EFECTIVO_VENTANILLA,2026-06-25 04:42:03,2026-06-25 04:42:03,3102013.17,35,88628.95,1
TX_11037,CLI_159,CLI_311,153399.74,CAJERO_AUTOMATICO,2026-06-25 06:17:36,2026-06-25 06:17:36,3255412.91,36,90428.14,0
TX_13342,CLI_159,CLI_313,161607.83,CAJERO_AUTOMATICO,2026-06-25 06:28:21,2026-06-25 06:28:21,3417020.74,37,92351.91,0
TX_4403,CLI_159,CLI_138,124522.62,EFECTIVO_VENTANILLA,2026-06-25 07:14:01,2026-06-25 07:14:01,3541543.36,38,93198.51,0
TX_1187,CLI_159,CLI_107,95735.52,SPEI,2026-06-25 08:14:48,2026-06-25 08:14:48,3637278.88,39,93263.56,0
TX_14928,CLI_159,CLI_67,27393.33,EFECTIVO_VENTANILLA,2026-06-25 08:49:12,2026-06-25 08:49:12,3664672.21,40,91616.81,0
TX_4315,CLI_159,CLI_218,141284.94,SPEI,2026-06-25 09:01:02,2026-06-25 09:01:02,3805957.15,41,92828.22,0
TX_13658,CLI_159,CLI_259,139939.97,EFECTIVO_VENTANILLA,2026-06-25 09:29:39,2026-06-25 09:29:39,3945897.12,42,93949.93,0
TX_4001,CLI_159,CLI_158,122909.38,SPEI,2026-06-25 09:43:06,2026-06-25 09:43:06,4068806.5,43,94623.41,0
TX_3138,CLI_16,CLI_10,25568.3,SPEI,2026-06-24 11:19:17,2026-06-24 11:19:17,25568.3,1,25568.3,0
TX_3414,CLI_16,CLI_87,170041.68,SPEI,2026-06-24 11:51:19,2026-06-24 11:51:19,195609.98,2,97804.99,0
TX_2395,CLI_16,CLI_7,48384.7,EFECTIVO_VENTANILLA,2026-06-24 12:07:57,2026-06-24 12:07:57,243994.68,3,81331.56,1
TX_12034,CLI_16,CLI_271,135847.85,SPEI,2026-06-24 12:27:13,2026-06-24 12:27:13,379842.53,4,94960.63,0
TX_12183,CLI_16,CLI_241,118078.67,CAJERO_AUTOMATICO,2026-06-24 12:28:14,2026-06-24 12:28:14,497921.2,5,99584.24,0
TX_14268,CLI_16,CLI_247,33827.07,CAJERO_AUTOMATICO,2026-06-24 12:57:44,2026-06-24 12:57:44,531748.27,6,88624.71,1
TX_4454,CLI_16,CLI_114,106912.35,SPEI,2026-06-24 14:50:43,2026-06-24 14:50:43,638660.62,7,91237.23,0
TX_13340,CLI_16,CLI_162,165298.57,CAJERO_AUTOMATICO,2026-06-24 15:42:49,2026-06-24 15:42:49,803959.19,8,100494.9,0
TX_11645,CLI_16,CLI_43,77763.78,CAJERO_AUTOMATICO,2026-06-24 15:54:02,2026-06-24 15:54:02,881722.97,9,97969.22,0
TX_192,CLI_16,CLI_145,98095.45,CAJERO_AUTOMATICO,2026-06-24 17:28:57,2026-06-24 17:28:57,979818.42,10,97981.84,0
TX_14661,CLI_16,CLI_369,108418.93,CAJERO_AUTOMATICO,2026-06-24 17:37:02,2026-06-24 17:37:02,1088237.35,11,98930.67,0
TX_11989,CLI_16,CLI_152,5147.65,EFECTIVO_VENTANILLA,2026-06-24 18:11:30,2026-06-24 18:11:30,1093385.0,12,91115.42,0
TX_8653,CLI_16,CLI_340,29650.9,EFECTIVO_VENTANILLA,2026-06-24 18:22:25,2026-06-24 18:22:25,1123035.9,13,86387.38,1
TX_8326,CLI_16,CLI_354,115213.84,EFECTIVO_VENTANILLA,2026-06-24 18:37:26,2026-06-24 18:37:26,1238249.74,14,88446.41,1
TX_9296,CLI_16,CLI_280,86664.3,CAJERO_AUTOMATICO,2026-06-24 18:54:29,2026-06-24 18:54:29,1324914.04,15,88327.6,1
TX_230,CLI_16,CLI_254,9477.0,CAJERO_AUTOMATICO,2026-06-24 19:35:12,2026-06-24 19:35:12,1334391.04,16,83399.44,1
TX_3759,CLI_16,CLI_185,61738.66,CAJERO_AUTOMATICO,2026-06-24 20:25:17,2026-06-24 20:25:17,1396129.7,17,82125.28,1
TX_13246,CLI_16,CLI_104,38979.34,EFECTIVO_VENTANILLA,2026-06-24 22:00:28,2026-06-24 22:00:28,1435109.04,18,79728.28,1
TX_11806,CLI_16,CLI_290,25122.37,CAJERO_AUTOMATICO,2026-06-24 22:06:05,2026-06-24 22:06:05,1460231.41,19,76854.28,1
TX_13272,CLI_16,CLI_139,120434.88,CAJERO_AUTOMATICO,2026-06-24 22:52:37,2026-06-24 22:52:37,1580666.29,20,79033.31,1
TX_12274,CLI_16,CLI_333,33822.19,SPEI,2026-06-24 23:23:53,2026-06-24 23:23:53,1614488.48,21,76880.4,1
TX_4478,CLI_16,CLI_186,121666.2,EFECTIVO_VENTANILLA,2026-06-24 23:33:41,2026-06-24 23:33:41,1736154.68,22,78916.12,1
TX_6496,CLI_16,CLI_276,160281.75,EFECTIVO_VENTANILLA,2026-06-25 00:28:32,2026-06-25 00:28:32,1896436.43,23,82453.76,1
TX_13488,CLI_16,CLI_225,79531.59,CAJERO_AUTOMATICO,2026-06-25 02:47:19,2026-06-25 02:47:19,1975968.02,24,82332.0,1
TX_3524,CLI_16,CLI_393,140835.5,SPEI,2026-06-25 02:50:42,2026-06-25 02:50:42,2116803.52,25,84672.14,1
TX_13799,CLI_16,CLI_205,86928.56,SPEI,2026-06-25 03:02:55,2026-06-25 03:02:55,2203732.08,26,84758.93,1
TX_13835,CLI_16,CLI_348,121700.29,CAJERO_AUTOMATICO,2026-06-25 03:05:12,2026-06-25 03:05:12,2325432.37,27,86127.12,1
TX_6860,CLI_16,CLI_130,25416.36,SPEI,2026-06-25 04:02:43,2026-06-25 04:02:43,2350848.73,28,83958.88,1
TX_2155,CLI_16,CLI_186,123364.81,EFECTIVO_VENTANILLA,2026-06-25 04:27:58,2026-06-25 04:27:58,2474213.54,29,85317.71,1
TX_6900,CLI_16,CLI_69,66558.36,SPEI,2026-06-25 04:46:59,2026-06-25 04:46:59,2540771.9,30,84692.4,1
TX_2407,CLI_16,CLI_91,41039.7,SPEI,2026-06-25 05:43:53,2026-06-25 05:43:53,2581811.6,31,83284.25,1
TX_4965,CLI_16,CLI_82,7137.39,SPEI,2026-06-25 05:51:33,2026-06-25 05:51:33,2588948.99,32,80904.66,1
TX_2792,CLI_16,CLI_187,176093.98,CAJERO_AUTOMATICO,2026-06-25 06:03:10,2026-06-25 06:03:10,2765042.97,33,83789.18,1
TX_11973,CLI_16,CLI_355,35423.13,CAJERO_AUTOMATICO,2026-06-25 06:07:44,2026-06-25 06:07:44,2800466.1,34,82366.65,1
TX_5954,CLI_16,CLI_276,2791.79,SPEI,2026-06-25 06:17:03,2026-06-25 06:17:03,2803257.89,35,80093.08,1
TX_5433,CLI_16,CLI_143,109972.52,EFECTIVO_VENTANILLA,2026-06-25 07:04:55,2026-06-25 07:04:55,2913230.41,36,80923.07,1
TX_6095,CLI_16,CLI_87,105342.0,SPEI,2026-06-25 07:14:17,2026-06-25 07:14:17,3018572.41,37,81583.04,1
TX_2588,CLI_16,CLI_45,97235.35,EFECTIVO_VENTANILLA,2026-06-25 07:22:18,2026-06-25 07:22:18,3115807.76,38,81994.94,1
TX_14345,CLI_16,CLI_272,96478.98,SPEI,2026-06-25 08:38:11,2026-06-25 08:38:11,3212286.74,39,82366.33,1
